"anio","clae2_desc","clae2","porc_medio"
2011,"Transporte terrestre y por tuberías",49,5.31
2011,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.39
2012,"Actividades administrativas de oficinas y empresas",82,46.71
2012,"Actividades de apoyo a la minería",9,5.78
2012,"Actividades de construcción especializada",43,5.87
2012,"Actividades de investigación y seguridad",80,9.97
2012,"Actividades de organismos extraterritoriales",99,54.35
2012,"Actividades de procesamiento de información",63,37.31
2012,"Actividades deportivas, recreativas y de entretenimiento",93,32.39
2012,"Administración pública, defensa y seguridad social",84,49.58
2012,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.51
2012,"Agricultura, ganadería, caza y servicios relacionados",1,11.68
2012,"Almacenamiento y logística",52,16.07
2012,"Alquiler y leasing",77,15.77
2012,"Captación, depuración y distribución de agua",36,19.02
2012,"Comercio al por mayor excepto autos y motos",46,24.84
2012,"Comercio al por menor excepto autos y motos",47,44.61
2012,"Construcción de edificios y partes",41,4.16
2012,"Descontaminación y otros servicios",39,11.62
2012,"Edición",58,37.92
2012,"Elaboración de bebidas",11,15.68
2012,"Elaboración de prendas de vestir",14,57.55
2012,"Elaboración de productos alimenticios",10,20.25
2012,"Elaboración de productos de cuero",15,25.57
2012,"Elaboración de productos de madera",16,7.82
2012,"Elaboración de productos de papel",17,13.39
2012,"Elaboración de productos de tabaco",12,17.8
2012,"Elaboracion de productos farmaceuticos",21,35.64
2012,"Elaboración de productos textiles",13,23.81
2012,"Enseñanza",85,73.8
2012,"Extracción de carbon y lignito",5,2.33
2012,"Extracción de minerales metálicos",7,7.96
2012,"Extracción de petroleo crudo y gas natural",6,17.89
2012,"Fabricación de aparatos de uso doméstico",27,12.97
2012,"Fabricación de equipo de transporte",30,9.32
2012,"Fabricación de equipos automotores",29,9.34
2012,"Fabricación de equipos electrónicos",26,28.56
2012,"Fabricación de maquinaria",28,9
2012,"Fabricación de muebles y colchones",31,12.82
2012,"Fabricación de productos de caucho y plástico",22,12.67
2012,"Fabricación de productos de hornos de coque",19,20.99
2012,"Fabricación de productos de vidrio y minerales no metálicos",23,7.42
2012,"Fabricación de productos metálicos",25,8.58
2012,"Fabricación de sustancias químicas",20,22.49
2012,"Imprentas y editoriales",18,21.02
2012,"Industrias básicas de hierro y acero",24,6.64
2012,"Industrias manufactureras diversas",32,21.36
2012,"Ingeniería civil",42,6.43
2012,"Investigación y desarrollo científico",72,60.34
2012,"Juegos de azar, apuestas",92,48.89
2012,"Otras actividades profesionales, científicas y técnicas",74,42.69
2012,"Otras industrias extractivas",8,8.55
2012,"Otros servicios personales",96,47.44
2012,"Pesca y acuicultura",3,11.4
2012,"Programación y radiodifusión",60,26.97
2012,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.99
2012,"Reparación de computadoras y equipos de uso doméstico",95,19.37
2012,"Reparacion de maquinaria y equipo",33,9
2012,"Servicio de correo y mensajería",53,12.21
2012,"Servicios a edificios y actividades de jardinería",81,52.42
2012,"Servicios artísticos y de espectáculos",90,33.28
2012,"Servicios audiovisuales",59,41.96
2012,"Servicios auxiliares de la actividad financiera y de seguros",66,52.31
2012,"Servicios de alojamiento",55,54.76
2012,"Servicios de arquitectura e ingeniería",71,16.83
2012,"Servicios de asociaciones",94,49.24
2012,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.49
2012,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.92
2012,"Servicios de expendio de alimentos y bebidas",56,40.79
2012,"Servicios de obtención y dotación de personal",78,24.43
2012,"Servicios de programación, consultoría informática y actividades conexas",62,30.63
2012,"Servicios de publicidad e investigación de mercado",73,48.13
2012,"Servicios de salud humana",86,71.49
2012,"Servicios de seguros, reaseguros y pensiones",65,51.54
2012,"Servicios financieros (excepto seguros y pensiones)",64,48.19
2012,"Servicios inmobiliarios",68,35.85
2012,"Servicios jurídicos y de contabilidad",69,67.87
2012,"Servicios sin alojamiento",88,77.07
2012,"Servicios sociales con alojamiento",87,87.54
2012,"Servicios veterinarios",75,51.28
2012,"Servicios y asesoramiento de dirección y gestión empresarial",70,40.85
2012,"Silvicultura y explotación forestal",2,4.6
2012,"Sin clasificar",999999,26.21
2012,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.45
2012,"Telecomunicaciones",61,36.47
2012,"Transporte aéreo",51,40.86
2012,"Transporte marítimo y pluvial",50,15.58
2012,"Transporte terrestre y por tuberías",49,5.31
2012,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.93
2013,"Actividades administrativas de oficinas y empresas",82,48.13
2013,"Actividades de apoyo a la minería",9,5.93
2013,"Actividades de construcción especializada",43,5.89
2013,"Actividades de investigación y seguridad",80,10.17
2013,"Actividades de organismos extraterritoriales",99,55.66
2013,"Actividades de procesamiento de información",63,36.98
2013,"Actividades deportivas, recreativas y de entretenimiento",93,32.22
2013,"Administración pública, defensa y seguridad social",84,49.99
2013,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.59
2013,"Agricultura, ganadería, caza y servicios relacionados",1,11.89
2013,"Almacenamiento y logística",52,16.27
2013,"Alquiler y leasing",77,15.71
2013,"Captación, depuración y distribución de agua",36,18.76
2013,"Comercio al por mayor excepto autos y motos",46,24.92
2013,"Comercio al por menor excepto autos y motos",47,44.42
2013,"Construcción de edificios y partes",41,4.19
2013,"Descontaminación y otros servicios",39,10.43
2013,"Edición",58,37.69
2013,"Elaboración de bebidas",11,15.89
2013,"Elaboración de prendas de vestir",14,56.79
2013,"Elaboración de productos alimenticios",10,20.24
2013,"Elaboración de productos de cuero",15,25.13
2013,"Elaboración de productos de madera",16,7.92
2013,"Elaboración de productos de papel",17,13.42
2013,"Elaboración de productos de tabaco",12,17.04
2013,"Elaboracion de productos farmaceuticos",21,35.41
2013,"Elaboración de productos textiles",13,23.78
2013,"Enseñanza",85,73.73
2013,"Extracción de carbon y lignito",5,0.23
2013,"Extracción de minerales metálicos",7,7.61
2013,"Extracción de petroleo crudo y gas natural",6,17.98
2013,"Fabricación de aparatos de uso doméstico",27,12.93
2013,"Fabricación de equipo de transporte",30,9.2
2013,"Fabricación de equipos automotores",29,9.41
2013,"Fabricación de equipos electrónicos",26,29.71
2013,"Fabricación de maquinaria",28,9.27
2013,"Fabricación de muebles y colchones",31,13.08
2013,"Fabricación de productos de caucho y plástico",22,12.37
2013,"Fabricación de productos de hornos de coque",19,21.02
2013,"Fabricación de productos de vidrio y minerales no metálicos",23,7.43
2013,"Fabricación de productos metálicos",25,8.81
2013,"Fabricación de sustancias químicas",20,21.14
2013,"Imprentas y editoriales",18,21.05
2013,"Industrias básicas de hierro y acero",24,6.79
2013,"Industrias manufactureras diversas",32,21.04
2013,"Ingeniería civil",42,6.46
2013,"Investigación y desarrollo científico",72,60.3
2013,"Juegos de azar, apuestas",92,48.79
2013,"Otras actividades profesionales, científicas y técnicas",74,43.6
2013,"Otras industrias extractivas",8,8.53
2013,"Otros servicios personales",96,47.52
2013,"Pesca y acuicultura",3,10.65
2013,"Programación y radiodifusión",60,27.1
2013,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.15
2013,"Reparación de computadoras y equipos de uso doméstico",95,19.29
2013,"Reparacion de maquinaria y equipo",33,9.36
2013,"Servicio de correo y mensajería",53,12.22
2013,"Servicios a edificios y actividades de jardinería",81,52.36
2013,"Servicios artísticos y de espectáculos",90,32.9
2013,"Servicios audiovisuales",59,41.98
2013,"Servicios auxiliares de la actividad financiera y de seguros",66,52.85
2013,"Servicios de alojamiento",55,54.84
2013,"Servicios de arquitectura e ingeniería",71,16.81
2013,"Servicios de asociaciones",94,49.32
2013,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.39
2013,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.29
2013,"Servicios de expendio de alimentos y bebidas",56,41.28
2013,"Servicios de obtención y dotación de personal",78,24.31
2013,"Servicios de programación, consultoría informática y actividades conexas",62,30.43
2013,"Servicios de publicidad e investigación de mercado",73,47.62
2013,"Servicios de salud humana",86,71.37
2013,"Servicios de seguros, reaseguros y pensiones",65,51.46
2013,"Servicios financieros (excepto seguros y pensiones)",64,48.42
2013,"Servicios inmobiliarios",68,36.15
2013,"Servicios jurídicos y de contabilidad",69,67.76
2013,"Servicios sin alojamiento",88,76.86
2013,"Servicios sociales con alojamiento",87,87.22
2013,"Servicios veterinarios",75,52.79
2013,"Servicios y asesoramiento de dirección y gestión empresarial",70,42.34
2013,"Silvicultura y explotación forestal",2,4.52
2013,"Sin clasificar",999999,37.3
2013,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.46
2013,"Telecomunicaciones",61,36.08
2013,"Transporte aéreo",51,39.76
2013,"Transporte marítimo y pluvial",50,15.21
2013,"Transporte terrestre y por tuberías",49,5.38
2013,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,17.63
2014,"Actividades administrativas de oficinas y empresas",82,48.63
2014,"Actividades de apoyo a la minería",9,6.09
2014,"Actividades de construcción especializada",43,6.24
2014,"Actividades de investigación y seguridad",80,10.25
2014,"Actividades de organismos extraterritoriales",99,56.11
2014,"Actividades de procesamiento de información",63,36.85
2014,"Actividades deportivas, recreativas y de entretenimiento",93,32.14
2014,"Administración pública, defensa y seguridad social",84,50.17
2014,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.28
2014,"Agricultura, ganadería, caza y servicios relacionados",1,12.48
2014,"Almacenamiento y logística",52,16.56
2014,"Alquiler y leasing",77,16.13
2014,"Captación, depuración y distribución de agua",36,18.75
2014,"Comercio al por mayor excepto autos y motos",46,24.78
2014,"Comercio al por menor excepto autos y motos",47,44.42
2014,"Construcción de edificios y partes",41,4.27
2014,"Descontaminación y otros servicios",39,10.19
2014,"Edición",58,37.83
2014,"Elaboración de bebidas",11,16.3
2014,"Elaboración de prendas de vestir",14,56.62
2014,"Elaboración de productos alimenticios",10,20.22
2014,"Elaboración de productos de cuero",15,24.8
2014,"Elaboración de productos de madera",16,7.88
2014,"Elaboración de productos de papel",17,13.51
2014,"Elaboración de productos de tabaco",12,17.24
2014,"Elaboracion de productos farmaceuticos",21,35.34
2014,"Elaboración de productos textiles",13,23.56
2014,"Enseñanza",85,73.69
2014,"Extracción de carbon y lignito",5,0.83
2014,"Extracción de minerales metálicos",7,6.95
2014,"Extracción de petroleo crudo y gas natural",6,18.2
2014,"Fabricación de aparatos de uso doméstico",27,12.99
2014,"Fabricación de equipo de transporte",30,8.8
2014,"Fabricación de equipos automotores",29,9.67
2014,"Fabricación de equipos electrónicos",26,29.18
2014,"Fabricación de maquinaria",28,9.45
2014,"Fabricación de muebles y colchones",31,13.65
2014,"Fabricación de productos de caucho y plástico",22,12.23
2014,"Fabricación de productos de hornos de coque",19,21.14
2014,"Fabricación de productos de vidrio y minerales no metálicos",23,7.34
2014,"Fabricación de productos metálicos",25,9.11
2014,"Fabricación de sustancias químicas",20,20.73
2014,"Imprentas y editoriales",18,21.6
2014,"Industrias básicas de hierro y acero",24,7.01
2014,"Industrias manufactureras diversas",32,20.79
2014,"Ingeniería civil",42,6.69
2014,"Investigación y desarrollo científico",72,59.97
2014,"Juegos de azar, apuestas",92,48.44
2014,"Otras actividades profesionales, científicas y técnicas",74,44.53
2014,"Otras industrias extractivas",8,8.04
2014,"Otros servicios personales",96,47.5
2014,"Pesca y acuicultura",3,10.7
2014,"Programación y radiodifusión",60,26.98
2014,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.37
2014,"Reparación de computadoras y equipos de uso doméstico",95,20.27
2014,"Reparacion de maquinaria y equipo",33,9.22
2014,"Servicio de correo y mensajería",53,12.29
2014,"Servicios a edificios y actividades de jardinería",81,52.49
2014,"Servicios artísticos y de espectáculos",90,31.4
2014,"Servicios audiovisuales",59,41.76
2014,"Servicios auxiliares de la actividad financiera y de seguros",66,53.06
2014,"Servicios de alojamiento",55,54.77
2014,"Servicios de arquitectura e ingeniería",71,16.73
2014,"Servicios de asociaciones",94,49.44
2014,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.93
2014,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.79
2014,"Servicios de expendio de alimentos y bebidas",56,41.6
2014,"Servicios de obtención y dotación de personal",78,23.43
2014,"Servicios de programación, consultoría informática y actividades conexas",62,30.28
2014,"Servicios de publicidad e investigación de mercado",73,47.8
2014,"Servicios de salud humana",86,71.28
2014,"Servicios de seguros, reaseguros y pensiones",65,52
2014,"Servicios financieros (excepto seguros y pensiones)",64,48.52
2014,"Servicios inmobiliarios",68,36.43
2014,"Servicios jurídicos y de contabilidad",69,67.75
2014,"Servicios sin alojamiento",88,76.61
2014,"Servicios sociales con alojamiento",87,87.14
2014,"Servicios veterinarios",75,53.33
2014,"Servicios y asesoramiento de dirección y gestión empresarial",70,42.92
2014,"Silvicultura y explotación forestal",2,5.09
2014,"Sin clasificar",999999,23.33
2014,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.3
2014,"Telecomunicaciones",61,35.78
2014,"Transporte aéreo",51,39.57
2014,"Transporte marítimo y pluvial",50,15.12
2014,"Transporte terrestre y por tuberías",49,5.39
2014,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,17.71
2015,"Actividades administrativas de oficinas y empresas",82,48.46
2015,"Actividades de apoyo a la minería",9,6.32
2015,"Actividades de construcción especializada",43,6.31
2015,"Actividades de investigación y seguridad",80,10.41
2015,"Actividades de organismos extraterritoriales",99,55.16
2015,"Actividades de procesamiento de información",63,37.72
2015,"Actividades deportivas, recreativas y de entretenimiento",93,32.17
2015,"Administración pública, defensa y seguridad social",84,50.83
2015,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.62
2015,"Agricultura, ganadería, caza y servicios relacionados",1,12.65
2015,"Almacenamiento y logística",52,16.36
2015,"Alquiler y leasing",77,17.44
2015,"Captación, depuración y distribución de agua",36,18.73
2015,"Comercio al por mayor excepto autos y motos",46,24.73
2015,"Comercio al por menor excepto autos y motos",47,44.4
2015,"Construcción de edificios y partes",41,4.32
2015,"Descontaminación y otros servicios",39,10.87
2015,"Edición",58,38.26
2015,"Elaboración de bebidas",11,16.36
2015,"Elaboración de prendas de vestir",14,55.85
2015,"Elaboración de productos alimenticios",10,20.31
2015,"Elaboración de productos de cuero",15,24.5
2015,"Elaboración de productos de madera",16,8.19
2015,"Elaboración de productos de papel",17,13.33
2015,"Elaboración de productos de tabaco",12,17.41
2015,"Elaboracion de productos farmaceuticos",21,35.37
2015,"Elaboración de productos textiles",13,23.65
2015,"Enseñanza",85,73.73
2015,"Extracción de carbon y lignito",5,1.04
2015,"Extracción de minerales metálicos",7,6.89
2015,"Extracción de petroleo crudo y gas natural",6,18.3
2015,"Fabricación de aparatos de uso doméstico",27,13.26
2015,"Fabricación de equipo de transporte",30,9.12
2015,"Fabricación de equipos automotores",29,9.88
2015,"Fabricación de equipos electrónicos",26,29.65
2015,"Fabricación de maquinaria",28,9.7
2015,"Fabricación de muebles y colchones",31,13.81
2015,"Fabricación de productos de caucho y plástico",22,12.17
2015,"Fabricación de productos de hornos de coque",19,21.7
2015,"Fabricación de productos de vidrio y minerales no metálicos",23,7.28
2015,"Fabricación de productos metálicos",25,9.36
2015,"Fabricación de sustancias químicas",20,21.2
2015,"Imprentas y editoriales",18,21.66
2015,"Industrias básicas de hierro y acero",24,7.27
2015,"Industrias manufactureras diversas",32,20.74
2015,"Ingeniería civil",42,6.66
2015,"Investigación y desarrollo científico",72,59.21
2015,"Juegos de azar, apuestas",92,47.97
2015,"Otras actividades profesionales, científicas y técnicas",74,44.09
2015,"Otras industrias extractivas",8,8.28
2015,"Otros servicios personales",96,47.26
2015,"Pesca y acuicultura",3,10.44
2015,"Programación y radiodifusión",60,26.77
2015,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.61
2015,"Reparación de computadoras y equipos de uso doméstico",95,20.29
2015,"Reparacion de maquinaria y equipo",33,9.24
2015,"Servicio de correo y mensajería",53,12.36
2015,"Servicios a edificios y actividades de jardinería",81,52.5
2015,"Servicios artísticos y de espectáculos",90,31.47
2015,"Servicios audiovisuales",59,42.53
2015,"Servicios auxiliares de la actividad financiera y de seguros",66,53.33
2015,"Servicios de alojamiento",55,54.76
2015,"Servicios de arquitectura e ingeniería",71,16.51
2015,"Servicios de asociaciones",94,49.67
2015,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.71
2015,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.38
2015,"Servicios de expendio de alimentos y bebidas",56,41.97
2015,"Servicios de obtención y dotación de personal",78,23.86
2015,"Servicios de programación, consultoría informática y actividades conexas",62,29.96
2015,"Servicios de publicidad e investigación de mercado",73,46.77
2015,"Servicios de salud humana",86,71.14
2015,"Servicios de seguros, reaseguros y pensiones",65,52.44
2015,"Servicios financieros (excepto seguros y pensiones)",64,48.48
2015,"Servicios inmobiliarios",68,36.66
2015,"Servicios jurídicos y de contabilidad",69,67.58
2015,"Servicios sin alojamiento",88,76.47
2015,"Servicios sociales con alojamiento",87,87.14
2015,"Servicios veterinarios",75,53.9
2015,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.13
2015,"Silvicultura y explotación forestal",2,5.29
2015,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.13
2015,"Telecomunicaciones",61,35.6
2015,"Transporte aéreo",51,39.54
2015,"Transporte marítimo y pluvial",50,15.36
2015,"Transporte terrestre y por tuberías",49,5.48
2015,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,17.91
2016,"Actividades administrativas de oficinas y empresas",82,48.67
2016,"Actividades de apoyo a la minería",9,6.49
2016,"Actividades de construcción especializada",43,6.63
2016,"Actividades de investigación y seguridad",80,10.46
2016,"Actividades de organismos extraterritoriales",99,54.78
2016,"Actividades de procesamiento de información",63,38
2016,"Actividades deportivas, recreativas y de entretenimiento",93,32.18
2016,"Administración pública, defensa y seguridad social",84,53.77
2016,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.86
2016,"Agricultura, ganadería, caza y servicios relacionados",1,12.57
2016,"Almacenamiento y logística",52,16.36
2016,"Alquiler y leasing",77,18.39
2016,"Captación, depuración y distribución de agua",36,18.67
2016,"Comercio al por mayor excepto autos y motos",46,24.91
2016,"Comercio al por menor excepto autos y motos",47,44.36
2016,"Construcción de edificios y partes",41,4.82
2016,"Descontaminación y otros servicios",39,10.41
2016,"Edición",58,38.3
2016,"Elaboración de bebidas",11,16.51
2016,"Elaboración de prendas de vestir",14,55.37
2016,"Elaboración de productos alimenticios",10,20.21
2016,"Elaboración de productos de cuero",15,24.08
2016,"Elaboración de productos de madera",16,8.24
2016,"Elaboración de productos de papel",17,13.22
2016,"Elaboración de productos de tabaco",12,16.83
2016,"Elaboracion de productos farmaceuticos",21,35.22
2016,"Elaboración de productos textiles",13,23.84
2016,"Enseñanza",85,73.69
2016,"Extracción de carbon y lignito",5,1.55
2016,"Extracción de minerales metálicos",7,6.41
2016,"Extracción de petroleo crudo y gas natural",6,17.75
2016,"Fabricación de aparatos de uso doméstico",27,13.27
2016,"Fabricación de equipo de transporte",30,9.8
2016,"Fabricación de equipos automotores",29,10.23
2016,"Fabricación de equipos electrónicos",26,29.66
2016,"Fabricación de maquinaria",28,10.04
2016,"Fabricación de muebles y colchones",31,14.22
2016,"Fabricación de productos de caucho y plástico",22,12.24
2016,"Fabricación de productos de hornos de coque",19,21.67
2016,"Fabricación de productos de vidrio y minerales no metálicos",23,7.63
2016,"Fabricación de productos metálicos",25,9.58
2016,"Fabricación de sustancias químicas",20,21.92
2016,"Imprentas y editoriales",18,21.48
2016,"Industrias básicas de hierro y acero",24,7.39
2016,"Industrias manufactureras diversas",32,20.58
2016,"Ingeniería civil",42,7.21
2016,"Investigación y desarrollo científico",72,58.63
2016,"Juegos de azar, apuestas",92,47.61
2016,"Otras actividades profesionales, científicas y técnicas",74,45.22
2016,"Otras industrias extractivas",8,8.41
2016,"Otros servicios personales",96,47.52
2016,"Pesca y acuicultura",3,9.01
2016,"Programación y radiodifusión",60,26.63
2016,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.46
2016,"Reparación de computadoras y equipos de uso doméstico",95,20.44
2016,"Reparacion de maquinaria y equipo",33,9.81
2016,"Servicio de correo y mensajería",53,12.5
2016,"Servicios a edificios y actividades de jardinería",81,52.68
2016,"Servicios artísticos y de espectáculos",90,31.19
2016,"Servicios audiovisuales",59,42.96
2016,"Servicios auxiliares de la actividad financiera y de seguros",66,53.33
2016,"Servicios de alojamiento",55,54.53
2016,"Servicios de arquitectura e ingeniería",71,17.19
2016,"Servicios de asociaciones",94,49.89
2016,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.96
2016,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.7
2016,"Servicios de expendio de alimentos y bebidas",56,41.94
2016,"Servicios de obtención y dotación de personal",78,26.05
2016,"Servicios de programación, consultoría informática y actividades conexas",62,29.66
2016,"Servicios de publicidad e investigación de mercado",73,46.56
2016,"Servicios de salud humana",86,70.98
2016,"Servicios de seguros, reaseguros y pensiones",65,53.19
2016,"Servicios financieros (excepto seguros y pensiones)",64,48.61
2016,"Servicios inmobiliarios",68,38.16
2016,"Servicios jurídicos y de contabilidad",69,67.77
2016,"Servicios sin alojamiento",88,76.25
2016,"Servicios sociales con alojamiento",87,87.15
2016,"Servicios veterinarios",75,53.77
2016,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.47
2016,"Silvicultura y explotación forestal",2,5.41
2016,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.13
2016,"Telecomunicaciones",61,35
2016,"Transporte aéreo",51,39.9
2016,"Transporte marítimo y pluvial",50,16.4
