"anio","clae2_desc","clae2","porc_medio"
2016,"Transporte terrestre y por tuberías",49,5.65
2016,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.68
2017,"Actividades administrativas de oficinas y empresas",82,48.49
2017,"Actividades de apoyo a la minería",9,6.77
2017,"Actividades de construcción especializada",43,6.26
2017,"Actividades de investigación y seguridad",80,10.44
2017,"Actividades de organismos extraterritoriales",99,55.01
2017,"Actividades de procesamiento de información",63,37.37
2017,"Actividades deportivas, recreativas y de entretenimiento",93,32.23
2017,"Administración pública, defensa y seguridad social",84,54.44
2017,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.62
2017,"Agricultura, ganadería, caza y servicios relacionados",1,12.49
2017,"Almacenamiento y logística",52,16.21
2017,"Alquiler y leasing",77,18.11
2017,"Captación, depuración y distribución de agua",36,18.54
2017,"Comercio al por mayor excepto autos y motos",46,24.93
2017,"Comercio al por menor excepto autos y motos",47,44.2
2017,"Construcción de edificios y partes",41,4.72
2017,"Descontaminación y otros servicios",39,9.69
2017,"Edición",58,38.81
2017,"Elaboración de bebidas",11,16.23
2017,"Elaboración de prendas de vestir",14,55.32
2017,"Elaboración de productos alimenticios",10,20.1
2017,"Elaboración de productos de cuero",15,23.56
2017,"Elaboración de productos de madera",16,8.22
2017,"Elaboración de productos de papel",17,13.24
2017,"Elaboración de productos de tabaco",12,16.22
2017,"Elaboracion de productos farmaceuticos",21,34.77
2017,"Elaboración de productos textiles",13,24.21
2017,"Enseñanza",85,73.57
2017,"Extracción de carbon y lignito",5,1.74
2017,"Extracción de minerales metálicos",7,6.21
2017,"Extracción de petroleo crudo y gas natural",6,17.82
2017,"Fabricación de aparatos de uso doméstico",27,13.39
2017,"Fabricación de equipo de transporte",30,10.1
2017,"Fabricación de equipos automotores",29,10.34
2017,"Fabricación de equipos electrónicos",26,29.05
2017,"Fabricación de maquinaria",28,10.09
2017,"Fabricación de muebles y colchones",31,14.19
2017,"Fabricación de productos de caucho y plástico",22,12.21
2017,"Fabricación de productos de hornos de coque",19,21.67
2017,"Fabricación de productos de vidrio y minerales no metálicos",23,7.68
2017,"Fabricación de productos metálicos",25,9.48
2017,"Fabricación de sustancias químicas",20,21.89
2017,"Imprentas y editoriales",18,21.81
2017,"Industrias básicas de hierro y acero",24,7.38
2017,"Industrias manufactureras diversas",32,20.28
2017,"Ingeniería civil",42,6.5
2017,"Investigación y desarrollo científico",72,57.7
2017,"Juegos de azar, apuestas",92,47.62
2017,"Otras actividades profesionales, científicas y técnicas",74,44.72
2017,"Otras industrias extractivas",8,8.55
2017,"Otros servicios personales",96,48.09
2017,"Pesca y acuicultura",3,8.29
2017,"Programación y radiodifusión",60,26.67
2017,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.37
2017,"Reparación de computadoras y equipos de uso doméstico",95,20.38
2017,"Reparacion de maquinaria y equipo",33,9.52
2017,"Servicio de correo y mensajería",53,12.72
2017,"Servicios a edificios y actividades de jardinería",81,52.91
2017,"Servicios artísticos y de espectáculos",90,30.52
2017,"Servicios audiovisuales",59,42.62
2017,"Servicios auxiliares de la actividad financiera y de seguros",66,53.05
2017,"Servicios de alojamiento",55,54.41
2017,"Servicios de arquitectura e ingeniería",71,16.77
2017,"Servicios de asociaciones",94,50.02
2017,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.06
2017,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.57
2017,"Servicios de expendio de alimentos y bebidas",56,42.28
2017,"Servicios de obtención y dotación de personal",78,23.86
2017,"Servicios de programación, consultoría informática y actividades conexas",62,29.36
2017,"Servicios de publicidad e investigación de mercado",73,46.81
2017,"Servicios de salud humana",86,70.74
2017,"Servicios de seguros, reaseguros y pensiones",65,54.06
2017,"Servicios financieros (excepto seguros y pensiones)",64,48.78
2017,"Servicios inmobiliarios",68,38.83
2017,"Servicios jurídicos y de contabilidad",69,67.67
2017,"Servicios sin alojamiento",88,76.14
2017,"Servicios sociales con alojamiento",87,86.74
2017,"Servicios veterinarios",75,54
2017,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.2
2017,"Silvicultura y explotación forestal",2,5.35
2017,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.29
2017,"Telecomunicaciones",61,34.2
2017,"Transporte aéreo",51,39.13
2017,"Transporte marítimo y pluvial",50,17.27
2017,"Transporte terrestre y por tuberías",49,5.59
2017,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,19.43
2018,"Actividades administrativas de oficinas y empresas",82,48.72
2018,"Actividades de apoyo a la minería",9,7.11
2018,"Actividades de construcción especializada",43,6.31
2018,"Actividades de investigación y seguridad",80,10.66
2018,"Actividades de organismos extraterritoriales",99,55.86
2018,"Actividades de procesamiento de información",63,37.27
2018,"Actividades deportivas, recreativas y de entretenimiento",93,32.57
2018,"Administración pública, defensa y seguridad social",84,55.55
2018,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.78
2018,"Agricultura, ganadería, caza y servicios relacionados",1,12.72
2018,"Almacenamiento y logística",52,16.3
2018,"Alquiler y leasing",77,18.45
2018,"Captación, depuración y distribución de agua",36,18.71
2018,"Comercio al por mayor excepto autos y motos",46,25.13
2018,"Comercio al por menor excepto autos y motos",47,44.09
2018,"Construcción de edificios y partes",41,4.81
2018,"Descontaminación y otros servicios",39,9.79
2018,"Edición",58,39.42
2018,"Elaboración de bebidas",11,16.21
2018,"Elaboración de prendas de vestir",14,55.26
2018,"Elaboración de productos alimenticios",10,20.07
2018,"Elaboración de productos de cuero",15,22.43
2018,"Elaboración de productos de madera",16,8.53
2018,"Elaboración de productos de papel",17,13.16
2018,"Elaboración de productos de tabaco",12,16.27
2018,"Elaboracion de productos farmaceuticos",21,34.6
2018,"Elaboración de productos textiles",13,24.02
2018,"Enseñanza",85,73.35
2018,"Extracción de carbon y lignito",5,2.75
2018,"Extracción de minerales metálicos",7,6.83
2018,"Extracción de petroleo crudo y gas natural",6,20.83
2018,"Fabricación de aparatos de uso doméstico",27,13.42
2018,"Fabricación de equipo de transporte",30,10.26
2018,"Fabricación de equipos automotores",29,11.03
2018,"Fabricación de equipos electrónicos",26,28.62
2018,"Fabricación de maquinaria",28,10.34
2018,"Fabricación de muebles y colchones",31,14.43
2018,"Fabricación de productos de caucho y plástico",22,12.2
2018,"Fabricación de productos de hornos de coque",19,15.37
2018,"Fabricación de productos de vidrio y minerales no metálicos",23,7.84
2018,"Fabricación de productos metálicos",25,9.61
2018,"Fabricación de sustancias químicas",20,21.96
2018,"Imprentas y editoriales",18,22.1
2018,"Industrias básicas de hierro y acero",24,7.49
2018,"Industrias manufactureras diversas",32,19.97
2018,"Ingeniería civil",42,6.26
2018,"Investigación y desarrollo científico",72,57.14
2018,"Juegos de azar, apuestas",92,47.46
2018,"Otras actividades profesionales, científicas y técnicas",74,43.55
2018,"Otras industrias extractivas",8,8.93
2018,"Otros servicios personales",96,48.53
2018,"Pesca y acuicultura",3,8.07
2018,"Programación y radiodifusión",60,28.16
2018,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.51
2018,"Reparación de computadoras y equipos de uso doméstico",95,20.49
2018,"Reparacion de maquinaria y equipo",33,9.3
2018,"Servicio de correo y mensajería",53,13.07
2018,"Servicios a edificios y actividades de jardinería",81,53.26
2018,"Servicios artísticos y de espectáculos",90,31.37
2018,"Servicios audiovisuales",59,42.36
2018,"Servicios auxiliares de la actividad financiera y de seguros",66,52.97
2018,"Servicios de alojamiento",55,54.41
2018,"Servicios de arquitectura e ingeniería",71,16.75
2018,"Servicios de asociaciones",94,50.24
2018,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.16
2018,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.27
2018,"Servicios de expendio de alimentos y bebidas",56,42.62
2018,"Servicios de obtención y dotación de personal",78,24.65
2018,"Servicios de programación, consultoría informática y actividades conexas",62,29.68
2018,"Servicios de publicidad e investigación de mercado",73,46.5
2018,"Servicios de salud humana",86,70.69
2018,"Servicios de seguros, reaseguros y pensiones",65,54.29
2018,"Servicios financieros (excepto seguros y pensiones)",64,48.91
2018,"Servicios inmobiliarios",68,39.33
2018,"Servicios jurídicos y de contabilidad",69,67.69
2018,"Servicios sin alojamiento",88,75.57
2018,"Servicios sociales con alojamiento",87,86.36
2018,"Servicios veterinarios",75,54.5
2018,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.36
2018,"Silvicultura y explotación forestal",2,5.15
2018,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.66
2018,"Telecomunicaciones",61,31.03
2018,"Transporte aéreo",51,38.59
2018,"Transporte marítimo y pluvial",50,17.67
2018,"Transporte terrestre y por tuberías",49,5.65
2018,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.02
2019,"Actividades administrativas de oficinas y empresas",82,48.96
2019,"Actividades de apoyo a la minería",9,7.56
2019,"Actividades de construcción especializada",43,6.41
2019,"Actividades de investigación y seguridad",80,10.59
2019,"Actividades de organismos extraterritoriales",99,56.03
2019,"Actividades de procesamiento de información",63,36.58
2019,"Actividades deportivas, recreativas y de entretenimiento",93,32.44
2019,"Administración pública, defensa y seguridad social",84,55.99
2019,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.83
2019,"Agricultura, ganadería, caza y servicios relacionados",1,12.39
2019,"Almacenamiento y logística",52,16.5
2019,"Alquiler y leasing",77,19.02
2019,"Captación, depuración y distribución de agua",36,18.68
2019,"Comercio al por mayor excepto autos y motos",46,25.25
2019,"Comercio al por menor excepto autos y motos",47,43.99
2019,"Construcción de edificios y partes",41,5.04
2019,"Descontaminación y otros servicios",39,9.75
2019,"Edición",58,40.03
2019,"Elaboración de bebidas",11,16.24
2019,"Elaboración de prendas de vestir",14,55.24
2019,"Elaboración de productos alimenticios",10,19.77
2019,"Elaboración de productos de cuero",15,21.85
2019,"Elaboración de productos de madera",16,8.63
2019,"Elaboración de productos de papel",17,13.16
2019,"Elaboración de productos de tabaco",12,16.97
2019,"Elaboracion de productos farmaceuticos",21,34.49
2019,"Elaboración de productos textiles",13,23.55
2019,"Enseñanza",85,73.16
2019,"Extracción de carbon y lignito",5,4.13
2019,"Extracción de minerales metálicos",7,7.37
2019,"Extracción de petroleo crudo y gas natural",6,22.09
2019,"Fabricación de aparatos de uso doméstico",27,13.63
2019,"Fabricación de equipo de transporte",30,9.59
2019,"Fabricación de equipos automotores",29,11.17
2019,"Fabricación de equipos electrónicos",26,28.12
2019,"Fabricación de maquinaria",28,10.61
2019,"Fabricación de muebles y colchones",31,15.11
2019,"Fabricación de productos de caucho y plástico",22,12.17
2019,"Fabricación de productos de hornos de coque",19,14.41
2019,"Fabricación de productos de vidrio y minerales no metálicos",23,8.09
2019,"Fabricación de productos metálicos",25,9.74
2019,"Fabricación de sustancias químicas",20,22.31
2019,"Imprentas y editoriales",18,22.32
2019,"Industrias básicas de hierro y acero",24,7.76
2019,"Industrias manufactureras diversas",32,19.5
2019,"Ingeniería civil",42,6.66
2019,"Investigación y desarrollo científico",72,57.62
2019,"Juegos de azar, apuestas",92,47.33
2019,"Otras actividades profesionales, científicas y técnicas",74,42.68
2019,"Otras industrias extractivas",8,9.44
2019,"Otros servicios personales",96,49.12
2019,"Pesca y acuicultura",3,8.23
2019,"Programación y radiodifusión",60,28.29
2019,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.69
2019,"Reparación de computadoras y equipos de uso doméstico",95,20.64
2019,"Reparacion de maquinaria y equipo",33,9.11
2019,"Servicio de correo y mensajería",53,13.66
2019,"Servicios a edificios y actividades de jardinería",81,53.42
2019,"Servicios artísticos y de espectáculos",90,34.02
2019,"Servicios audiovisuales",59,42.44
2019,"Servicios auxiliares de la actividad financiera y de seguros",66,52.62
2019,"Servicios de alojamiento",55,54.39
2019,"Servicios de arquitectura e ingeniería",71,17.38
2019,"Servicios de asociaciones",94,50.33
2019,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.66
2019,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.01
2019,"Servicios de expendio de alimentos y bebidas",56,43.13
2019,"Servicios de obtención y dotación de personal",78,26.1
2019,"Servicios de programación, consultoría informática y actividades conexas",62,30.14
2019,"Servicios de publicidad e investigación de mercado",73,46.36
2019,"Servicios de salud humana",86,70.67
2019,"Servicios de seguros, reaseguros y pensiones",65,54.33
2019,"Servicios financieros (excepto seguros y pensiones)",64,48.75
2019,"Servicios inmobiliarios",68,39.35
2019,"Servicios jurídicos y de contabilidad",69,67.87
2019,"Servicios sin alojamiento",88,75.37
2019,"Servicios sociales con alojamiento",87,86.05
2019,"Servicios veterinarios",75,54.2
2019,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.89
2019,"Silvicultura y explotación forestal",2,5.06
2019,"Suministro de electricidad, gas, vapor y aire acondicionado",35,17.11
2019,"Telecomunicaciones",61,30.48
2019,"Transporte aéreo",51,38.6
2019,"Transporte marítimo y pluvial",50,17.07
2019,"Transporte terrestre y por tuberías",49,5.7
2019,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,19.3
2020,"Actividades administrativas de oficinas y empresas",82,48.25
2020,"Actividades de apoyo a la minería",9,7.81
2020,"Actividades de construcción especializada",43,7.31
2020,"Actividades de investigación y seguridad",80,10.62
2020,"Actividades de organismos extraterritoriales",99,55.62
2020,"Actividades de procesamiento de información",63,36.45
2020,"Actividades deportivas, recreativas y de entretenimiento",93,32.3
2020,"Administración pública, defensa y seguridad social",84,56.81
2020,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.93
2020,"Agricultura, ganadería, caza y servicios relacionados",1,12.02
2020,"Almacenamiento y logística",52,16.72
2020,"Alquiler y leasing",77,18.77
2020,"Captación, depuración y distribución de agua",36,18.77
2020,"Comercio al por mayor excepto autos y motos",46,25.2
2020,"Comercio al por menor excepto autos y motos",47,43.38
2020,"Construcción de edificios y partes",41,6.36
2020,"Descontaminación y otros servicios",39,10.73
2020,"Edición",58,39.8
2020,"Elaboración de bebidas",11,16.13
2020,"Elaboración de prendas de vestir",14,54.51
2020,"Elaboración de productos alimenticios",10,19.24
2020,"Elaboración de productos de cuero",15,21.74
2020,"Elaboración de productos de madera",16,8.47
2020,"Elaboración de productos de papel",17,13.25
2020,"Elaboración de productos de tabaco",12,17.6
2020,"Elaboracion de productos farmaceuticos",21,34.35
2020,"Elaboración de productos textiles",13,22.78
2020,"Enseñanza",85,72.81
2020,"Extracción de carbon y lignito",5,2.64
2020,"Extracción de minerales metálicos",7,7.76
2020,"Extracción de petroleo crudo y gas natural",6,22.14
2020,"Fabricación de aparatos de uso doméstico",27,13.78
2020,"Fabricación de equipo de transporte",30,9.54
2020,"Fabricación de equipos automotores",29,11.21
2020,"Fabricación de equipos electrónicos",26,29.35
2020,"Fabricación de maquinaria",28,10.86
2020,"Fabricación de muebles y colchones",31,15.41
2020,"Fabricación de productos de caucho y plástico",22,12.03
2020,"Fabricación de productos de hornos de coque",19,17.08
2020,"Fabricación de productos de vidrio y minerales no metálicos",23,8.42
2020,"Fabricación de productos metálicos",25,10.07
2020,"Fabricación de sustancias químicas",20,22.41
2020,"Imprentas y editoriales",18,22.22
2020,"Industrias básicas de hierro y acero",24,7.9
2020,"Industrias manufactureras diversas",32,19.75
2020,"Ingeniería civil",42,7.84
2020,"Investigación y desarrollo científico",72,57.67
2020,"Juegos de azar, apuestas",92,47.01
2020,"Otras actividades profesionales, científicas y técnicas",74,42.3
2020,"Otras industrias extractivas",8,9.75
2020,"Otros servicios personales",96,48.36
2020,"Pesca y acuicultura",3,8.74
2020,"Programación y radiodifusión",60,28.03
2020,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.78
2020,"Reparación de computadoras y equipos de uso doméstico",95,21.47
2020,"Reparacion de maquinaria y equipo",33,9.47
2020,"Servicio de correo y mensajería",53,13.88
2020,"Servicios a edificios y actividades de jardinería",81,53.33
2020,"Servicios artísticos y de espectáculos",90,34.53
2020,"Servicios audiovisuales",59,42.75
2020,"Servicios auxiliares de la actividad financiera y de seguros",66,52.33
2020,"Servicios de alojamiento",55,53.69
2020,"Servicios de arquitectura e ingeniería",71,18.72
2020,"Servicios de asociaciones",94,50.19
2020,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.37
2020,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.94
2020,"Servicios de expendio de alimentos y bebidas",56,42.92
2020,"Servicios de obtención y dotación de personal",78,21.87
2020,"Servicios de programación, consultoría informática y actividades conexas",62,30.45
2020,"Servicios de publicidad e investigación de mercado",73,44.16
2020,"Servicios de salud humana",86,70.63
2020,"Servicios de seguros, reaseguros y pensiones",65,54.48
2020,"Servicios financieros (excepto seguros y pensiones)",64,48.6
2020,"Servicios inmobiliarios",68,38.88
2020,"Servicios jurídicos y de contabilidad",69,67.85
2020,"Servicios sin alojamiento",88,74.5
2020,"Servicios sociales con alojamiento",87,85.72
2020,"Servicios veterinarios",75,54.9
2020,"Servicios y asesoramiento de dirección y gestión empresarial",70,44.35
2020,"Silvicultura y explotación forestal",2,5.29
2020,"Suministro de electricidad, gas, vapor y aire acondicionado",35,17.27
2020,"Telecomunicaciones",61,30
2020,"Transporte aéreo",51,38.71
2020,"Transporte marítimo y pluvial",50,17.36
2020,"Transporte terrestre y por tuberías",49,5.71
2020,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,19.05
2021,"Actividades administrativas de oficinas y empresas",82,47.44
2021,"Actividades de apoyo a la minería",9,7.84
2021,"Actividades de construcción especializada",43,7
2021,"Actividades de investigación y seguridad",80,10.82
2021,"Actividades de organismos extraterritoriales",99,55.21
2021,"Actividades de procesamiento de información",63,37.43
2021,"Actividades deportivas, recreativas y de entretenimiento",93,31.26
2021,"Administración pública, defensa y seguridad social",84,56.73
2021,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.74
2021,"Agricultura, ganadería, caza y servicios relacionados",1,12.15
2021,"Almacenamiento y logística",52,16.48
2021,"Alquiler y leasing",77,17.97
2021,"Captación, depuración y distribución de agua",36,18.58
2021,"Comercio al por mayor excepto autos y motos",46,25.17
2021,"Comercio al por menor excepto autos y motos",47,42.69
2021,"Construcción de edificios y partes",41,6.13
2021,"Descontaminación y otros servicios",39,10.55
2021,"Edición",58,39.8
2021,"Elaboración de bebidas",11,16.35
2021,"Elaboración de prendas de vestir",14,53.9
2021,"Elaboración de productos alimenticios",10,19.32
2021,"Elaboración de productos de cuero",15,21.34
2021,"Elaboración de productos de madera",16,8.36
2021,"Elaboración de productos de papel",17,13.36
2021,"Elaboración de productos de tabaco",12,17
2021,"Elaboracion de productos farmaceuticos",21,34.29
2021,"Elaboración de productos textiles",13,22.27
2021,"Enseñanza",85,72.85
2021,"Extracción de carbon y lignito",5,3.7
2021,"Extracción de minerales metálicos",7,8.39
2021,"Extracción de petroleo crudo y gas natural",6,21.94
2021,"Fabricación de aparatos de uso doméstico",27,13.86
2021,"Fabricación de equipo de transporte",30,9.16
2021,"Fabricación de equipos automotores",29,11.28
2021,"Fabricación de equipos electrónicos",26,30.24
2021,"Fabricación de maquinaria",28,10.99
2021,"Fabricación de muebles y colchones",31,15.65
2021,"Fabricación de productos de caucho y plástico",22,11.93
2021,"Fabricación de productos de hornos de coque",19,16.87
2021,"Fabricación de productos de vidrio y minerales no metálicos",23,8.46
2021,"Fabricación de productos metálicos",25,10.07
2021,"Fabricación de sustancias químicas",20,22.57
2021,"Imprentas y editoriales",18,22.28
2021,"Industrias básicas de hierro y acero",24,7.93
2021,"Industrias manufactureras diversas",32,19.49
2021,"Ingeniería civil",42,7.09
2021,"Investigación y desarrollo científico",72,59.65
2021,"Juegos de azar, apuestas",92,47.13
2021,"Otras actividades profesionales, científicas y técnicas",74,42.95
2021,"Otras industrias extractivas",8,9.83
2021,"Otros servicios personales",96,46.83
2021,"Pesca y acuicultura",3,9.16
2021,"Programación y radiodifusión",60,28.7
2021,"Recolección, transporte, tratamiento y disposición final de residuos",38,5.04
2021,"Reparación de computadoras y equipos de uso doméstico",95,22.22
2021,"Reparacion de maquinaria y equipo",33,9.54
2021,"Servicio de correo y mensajería",53,14.84
2021,"Servicios a edificios y actividades de jardinería",81,53.33
2021,"Servicios artísticos y de espectáculos",90,35.85
2021,"Servicios audiovisuales",59,42.72
2021,"Servicios auxiliares de la actividad financiera y de seguros",66,52.23
2021,"Servicios de alojamiento",55,53.37
2021,"Servicios de arquitectura e ingeniería",71,18.29
2021,"Servicios de asociaciones",94,50.37
2021,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.06
2021,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,10.87
2021,"Servicios de expendio de alimentos y bebidas",56,43.1
2021,"Servicios de obtención y dotación de personal",78,20.48
2021,"Servicios de programación, consultoría informática y actividades conexas",62,31.1
2021,"Servicios de publicidad e investigación de mercado",73,44.85
2021,"Servicios de salud humana",86,70.69
2021,"Servicios de seguros, reaseguros y pensiones",65,54.41
2021,"Servicios financieros (excepto seguros y pensiones)",64,48.65
2021,"Servicios inmobiliarios",68,38.35
2021,"Servicios jurídicos y de contabilidad",69,67.79
2021,"Servicios sin alojamiento",88,73.8
2021,"Servicios sociales con alojamiento",87,85.25
2021,"Servicios veterinarios",75,54.51
2021,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.55
2021,"Silvicultura y explotación forestal",2,5.58
2021,"Suministro de electricidad, gas, vapor y aire acondicionado",35,17.39
2021,"Telecomunicaciones",61,29.84
2021,"Transporte aéreo",51,37.66
2021,"Transporte marítimo y pluvial",50,17.71
2021,"Transporte terrestre y por tuberías",49,5.84
2021,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,19.64
